,FREQUENC,GEO,TIME,ISCED11,AGE,SEX,UNIT,ACL00,Value
197,Not in the last 12 months,Denmark,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,75.9
198,Not in the last 12 months,Denmark,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,51.0
199,Not in the last 12 months,Denmark,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,50.9
200,Not in the last 12 months,Denmark,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,57.3
201,Not in the last 12 months,Denmark,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,52.6
202,Not in the last 12 months,Denmark,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,54.6
203,Not in the last 12 months,Denmark,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,47.3
204,Not in the last 12 months,Denmark,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,63.4
205,Not in the last 12 months,Denmark,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,64.7
206,Not in the last 12 months,Denmark,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,76.2
207,Not in the last 12 months,Denmark,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,54.8
208,Not in the last 12 months,Denmark,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,53.8
209,Not in the last 12 months,Denmark,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,59.0
210,Not in the last 12 months,Denmark,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,58.0
211,Not in the last 12 months,Denmark,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,55.3
212,Not in the last 12 months,Denmark,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,47.3
213,Not in the last 12 months,Denmark,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,64.6
214,Not in the last 12 months,Denmark,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,72.3
215,Not in the last 12 months,Denmark,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,86.0
216,Not in the last 12 months,Germany,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,45.1
217,Not in the last 12 months,Germany,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,48.4
218,Not in the last 12 months,Germany,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,64.8
219,Not in the last 12 months,Germany,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,56.5
220,Not in the last 12 months,Germany,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,64.0
221,Not in the last 12 months,Germany,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,62.3
222,Not in the last 12 months,Germany,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,69.8
223,Not in the last 12 months,Germany,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,71.6
224,Not in the last 12 months,Germany,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,80.9
225,Not in the last 12 months,Germany,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,48.5
226,Not in the last 12 months,Germany,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,51.1
227,Not in the last 12 months,Germany,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,72.3
228,Not in the last 12 months,Germany,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,72.9
229,Not in the last 12 months,Germany,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,81.0
230,Not in the last 12 months,Germany,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,83.8
231,Not in the last 12 months,Germany,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,82.3
232,Not in the last 12 months,Germany,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,81.1
233,Not in the last 12 months,Germany,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,86.8
234,Not in the last 12 months,Germany,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,41.9
235,Not in the last 12 months,Germany,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,48.4
236,Not in the last 12 months,Germany,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,64.7
237,Not in the last 12 months,Germany,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,58.1
238,Not in the last 12 months,Germany,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,64.4
239,Not in the last 12 months,Germany,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,61.6
240,Not in the last 12 months,Germany,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,70.1
241,Not in the last 12 months,Germany,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,69.7
242,Not in the last 12 months,Germany,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,79.7
243,Not in the last 12 months,Germany,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,32.5
244,Not in the last 12 months,Germany,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,41.9
245,Not in the last 12 months,Germany,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,58.3
246,Not in the last 12 months,Germany,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,48.6
247,Not in the last 12 months,Germany,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,54.2
248,Not in the last 12 months,Germany,2015,Tertiary education (levels 5-8),From 35 to 49 years,Total,Percentage,Sports events,53.5
249,Not in the last 12 months,Germany,2015,Tertiary education (levels 5-8),From 50 to 64 years,Total,Percentage,Sports events,60.1
250,Not in the last 12 months,Germany,2015,Tertiary education (levels 5-8),From 65 to 74 years,Total,Percentage,Sports events,67.6
251,Not in the last 12 months,Germany,2015,Tertiary education (levels 5-8),75 years or over,Total,Percentage,Sports events,77.3
252,Not in the last 12 months,Estonia,2015,All ISCED 2011 levels ,From 16 to 24 years,Total,Percentage,Sports events,47.6
253,Not in the last 12 months,Estonia,2015,All ISCED 2011 levels ,From 16 to 29 years,Total,Percentage,Sports events,52.1
254,Not in the last 12 months,Estonia,2015,All ISCED 2011 levels ,16 years or over,Total,Percentage,Sports events,72.5
255,Not in the last 12 months,Estonia,2015,All ISCED 2011 levels ,From 25 to 34 years,Total,Percentage,Sports events,60.6
256,Not in the last 12 months,Estonia,2015,All ISCED 2011 levels ,From 25 to 64 years,Total,Percentage,Sports events,69.9
257,Not in the last 12 months,Estonia,2015,All ISCED 2011 levels ,From 35 to 49 years,Total,Percentage,Sports events,66.6
258,Not in the last 12 months,Estonia,2015,All ISCED 2011 levels ,From 50 to 64 years,Total,Percentage,Sports events,80.1
259,Not in the last 12 months,Estonia,2015,All ISCED 2011 levels ,From 65 to 74 years,Total,Percentage,Sports events,89.6
260,Not in the last 12 months,Estonia,2015,All ISCED 2011 levels ,75 years or over,Total,Percentage,Sports events,96.9
261,Not in the last 12 months,Estonia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 24 years,Total,Percentage,Sports events,44.9
262,Not in the last 12 months,Estonia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 16 to 29 years,Total,Percentage,Sports events,49.0
263,Not in the last 12 months,Estonia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",16 years or over,Total,Percentage,Sports events,77.7
264,Not in the last 12 months,Estonia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 34 years,Total,Percentage,Sports events,71.7
265,Not in the last 12 months,Estonia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 25 to 64 years,Total,Percentage,Sports events,80.9
266,Not in the last 12 months,Estonia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 35 to 49 years,Total,Percentage,Sports events,78.9
267,Not in the last 12 months,Estonia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 50 to 64 years,Total,Percentage,Sports events,89.7
268,Not in the last 12 months,Estonia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",From 65 to 74 years,Total,Percentage,Sports events,93.0
269,Not in the last 12 months,Estonia,2015,"Less than primary, primary and lower secondary education (levels 0-2)",75 years or over,Total,Percentage,Sports events,98.8
270,Not in the last 12 months,Estonia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 24 years,Total,Percentage,Sports events,49.7
271,Not in the last 12 months,Estonia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 16 to 29 years,Total,Percentage,Sports events,51.8
272,Not in the last 12 months,Estonia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),16 years or over,Total,Percentage,Sports events,70.7
273,Not in the last 12 months,Estonia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 34 years,Total,Percentage,Sports events,57.1
274,Not in the last 12 months,Estonia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 25 to 64 years,Total,Percentage,Sports events,69.2
275,Not in the last 12 months,Estonia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 35 to 49 years,Total,Percentage,Sports events,65.5
276,Not in the last 12 months,Estonia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 50 to 64 years,Total,Percentage,Sports events,80.0
277,Not in the last 12 months,Estonia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),From 65 to 74 years,Total,Percentage,Sports events,89.2
278,Not in the last 12 months,Estonia,2015,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),75 years or over,Total,Percentage,Sports events,96.0
279,Not in the last 12 months,Estonia,2015,Tertiary education (levels 5-8),From 16 to 24 years,Total,Percentage,Sports events,51.3
280,Not in the last 12 months,Estonia,2015,Tertiary education (levels 5-8),From 16 to 29 years,Total,Percentage,Sports events,57.3
281,Not in the last 12 months,Estonia,2015,Tertiary education (levels 5-8),16 years or over,Total,Percentage,Sports events,71.7
282,Not in the last 12 months,Estonia,2015,Tertiary education (levels 5-8),From 25 to 34 years,Total,Percentage,Sports events,60.8
283,Not in the last 12 months,Estonia,2015,Tertiary education (levels 5-8),From 25 to 64 years,Total,Percentage,Sports events,67.5
